epoch,accuracy,dice_coef,learning_rate,loss,precision,recall,val_accuracy,val_dice_coef,val_loss,val_precision,val_recall
19,0.0019825699273496866,0.23992563784122467,9.999999747378752e-05,0.7619615793228149,0.4959948658943176,0.9398893117904663,0.0010363006731495261,0.13313208520412445,0.8660901784896851,0.396668404340744,0.734899640083313
20,0.002040047664195299,0.26035189628601074,9.999999747378752e-05,0.7416110634803772,0.5275471806526184,0.9397323131561279,0.0007130050798878074,0.12876096367835999,0.869851291179657,0.48030951619148254,0.6309265494346619
21,0.0021135753486305475,0.2822551131248474,9.999999747378752e-05,0.7197339534759521,0.5568239092826843,0.9396445155143738,0.00024154662969522178,0.09961414337158203,0.8988490104675293,0.5448878407478333,0.40962284803390503
22,0.002177109941840172,0.30464479327201843,9.999999747378752e-05,0.6973724961280823,0.581035315990448,0.9380205869674683,3.799438491114415e-05,0.0564207024872303,0.9429327249526978,0.5981744527816772,0.17979185283184052
23,0.0022402999456971884,0.32620546221733093,9.999999747378752e-05,0.6758679151535034,0.5949416160583496,0.9336897134780884,0.00020553589274641126,0.10811129957437515,0.8908416032791138,0.545253574848175,0.37277036905288696
24,0.0022781798616051674,0.34795472025871277,9.999999747378752e-05,0.6541573405265808,0.6091421246528625,0.9282159805297852,0.0005986785981804132,0.15021833777427673,0.8486305475234985,0.4567509889602661,0.5442778468132019
25,0.002336351666599512,0.372927188873291,9.999999747378752e-05,0.6291810870170593,0.631571888923645,0.9269798994064331,0.0008087921305559576,0.17283613979816437,0.8255321383476257,0.45836323499679565,0.6090867519378662
26,0.0023784830700606108,0.39813005924224854,9.999999747378752e-05,0.6039138436317444,0.6535241007804871,0.9238882064819336,0.0015089798253029585,0.19002202153205872,0.808235228061676,0.37868842482566833,0.706718385219574
27,0.0024255213793367147,0.42230212688446045,9.999999747378752e-05,0.5797892212867737,0.666713297367096,0.9211759567260742,0.0015767287695780396,0.21088732779026031,0.788083016872406,0.39540889859199524,0.7147328853607178
28,0.0024719431530684233,0.4455993175506592,9.999999747378752e-05,0.55643630027771,0.6784535646438599,0.9174354076385498,0.0013279723934829235,0.2190990447998047,0.7794336080551147,0.4689337909221649,0.6540346741676331
29,0.0025067899841815233,0.4683668315410614,9.999999747378752e-05,0.5336822271347046,0.6903974413871765,0.9125481247901917,0.00147247314453125,0.23436541855335236,0.7641928195953369,0.43271419405937195,0.6810286641120911
30,0.002546485047787428,0.48845797777175903,9.999999747378752e-05,0.5133442282676697,0.693577229976654,0.9078086018562317,0.0010910796700045466,0.22941580414772034,0.7683615684509277,0.5151879787445068,0.5659917593002319
31,0.002569072414189577,0.5123469829559326,9.999999747378752e-05,0.4895435869693756,0.711075484752655,0.9065486788749695,0.0014496612129732966,0.263268381357193,0.7353330254554749,0.48411476612091064,0.6533870697021484
32,0.002586636459454894,0.5406548976898193,9.999999747378752e-05,0.4612202048301697,0.7400708794593811,0.9099597930908203,0.0009028243948705494,0.24916616082191467,0.7488252520561218,0.5747402310371399,0.5173918008804321
33,0.0026088792365044355,0.5673920512199402,9.999999747378752e-05,0.4344158172607422,0.762326717376709,0.9144868850708008,0.0009371185442432761,0.2604687511920929,0.7375461459159851,0.551256000995636,0.5299937725067139
34,0.0026307287625968456,0.5901378393173218,9.999999747378752e-05,0.4115842580795288,0.7771785259246826,0.9143691062927246,0.0007859420729801059,0.25233885645866394,0.7450385093688965,0.576890230178833,0.4796668291091919
35,0.0026647455524653196,0.6064559817314148,9.999999747378752e-05,0.3951306939125061,0.7797157168388367,0.9090054035186768,0.0006433486705645919,0.2482977956533432,0.749622106552124,0.6032810807228088,0.4343051016330719
36,0.0026803927030414343,0.6253243684768677,9.999999747378752e-05,0.3763459324836731,0.7902690172195435,0.9069950580596924,0.0009910964872688055,0.29736271500587463,0.700326681137085,0.5666515827178955,0.5395914316177368
37,0.002717758296057582,0.646439254283905,9.999999747378752e-05,0.35501086711883545,0.8042641282081604,0.9099505543708801,0.0008353423909284174,0.29683637619018555,0.7011987566947937,0.585699737071991,0.4975758492946625
38,0.002745747333392501,0.6642403602600098,9.999999747378752e-05,0.3371344804763794,0.811860203742981,0.9120563268661499,0.000822792062535882,0.29741236567497253,0.7006062865257263,0.5749218463897705,0.49127936363220215
39,0.0027483487501740456,0.6721026301383972,9.999999747378752e-05,0.32907935976982117,0.8085508942604065,0.901803731918335,0.0006822204450145364,0.2927914261817932,0.7047622203826904,0.6136213541030884,0.45197126269340515
40,0.0027772889006882906,0.6832436323165894,9.999999747378752e-05,0.3181472718715668,0.808151125907898,0.8994601368904114,0.0007389068487100303,0.3072839379310608,0.6909752488136292,0.6013704538345337,0.4649690091609955
41,0.0027874030638486147,0.7023215293884277,9.999999747378752e-05,0.29896020889282227,0.8246060013771057,0.904042661190033,0.0006412887596525252,0.28987637162208557,0.7081571817398071,0.6262742280960083,0.40784183144569397
42,0.0028072046115994453,0.7189025282859802,9.999999747378752e-05,0.2821846008300781,0.8357229828834534,0.9085859656333923,0.0004184722783975303,0.25791409611701965,0.7400155663490295,0.6912471652030945,0.33238285779953003
43,0.0028331989888101816,0.7322064638137817,9.999999747378752e-05,0.26874062418937683,0.8430193066596985,0.9107879400253296,0.0008454513736069202,0.3342166244983673,0.663180410861969,0.5891987085342407,0.47957688570022583
44,0.0028421387542039156,0.7414535880088806,9.999999747378752e-05,0.2596396207809448,0.8473424911499023,0.9072375297546387,0.0006614684825763106,0.3060028553009033,0.6920046210289001,0.6447750926017761,0.39333292841911316
45,0.0028658616356551647,0.7506867051124573,9.999999747378752e-05,0.2503403425216675,0.8494688272476196,0.9061830639839172,0.00042751312139444053,0.26061248779296875,0.737404465675354,0.6942350268363953,0.3023216128349304
46,0.002900524064898491,0.7595235109329224,9.999999747378752e-05,0.24133403599262238,0.851116955280304,0.9083165526390076,0.0004668045148719102,0.2900920808315277,0.7068212628364563,0.6887631416320801,0.34056830406188965
47,0.0029211698565632105,0.7701983451843262,9.999999747378752e-05,0.23069508373737335,0.8575014472007751,0.9094556570053101,0.0009776306105777621,0.37351375818252563,0.62331223487854,0.5995512008666992,0.4999055564403534
48,0.00293835555203259,0.7785239219665527,9.999999747378752e-05,0.22237980365753174,0.8625063896179199,0.9090754389762878,0.0009498977451585233,0.3625733554363251,0.6345223784446716,0.6046069860458374,0.4639256000518799
49,0.002948406618088484,0.7805753946304321,9.999999747378752e-05,0.2203243523836136,0.8608121275901794,0.9003013968467712,0.0012425231980159879,0.40639999508857727,0.5899892449378967,0.5759940147399902,0.5445656776428223
